0	0
0.0031415	9.86899e-06
0.006283	3.94756e-05
0.0094245	8.88186e-05
0.012566	0.000157896
0.0157075	0.000246705
0.018849	0.000355243
0.0219905	0.000483504
0.025132	0.000631484
0.0282735	0.000799178
0.031415	0.000986578
0.0345565	0.00119368
0.037698	0.00142047
0.0408395	0.00166694
0.043981	0.00193308
0.0471225	0.00221889
0.050264	0.00252434
0.0534055	0.00284944
0.056547	0.00319416
0.0596885	0.00355849
0.06283	0.00394242
0.0659715	0.00434593
0.069113	0.00476901
0.0722545	0.00521163
0.075396	0.00567379
0.0785375	0.00615547
0.081679	0.00665664
0.0848205	0.00717728
0.087962	0.00771738
0.0911035	0.00827691
0.094245	0.00885585
0.0973865	0.00945419
0.100528	0.0100719
0.10367	0.0107089
0.106811	0.0113653
0.109953	0.0120409
0.113094	0.0127358
0.116236	0.01345
0.119377	0.0141833
0.122519	0.0149358
0.12566	0.0157075
0.128802	0.0164983
0.131943	0.0173082
0.135084	0.0181371
0.138226	0.0189851
0.141368	0.019852
0.144509	0.0207379
0.147651	0.0216427
0.150792	0.0225664
0.153934	0.023509
0.157075	0.0244703
0.160217	0.0254504
0.163358	0.0264493
0.1665	0.0274669
0.169641	0.0285031
0.172783	0.0295579
0.175924	0.0306313
0.179066	0.0317232
0.182207	0.0328336
0.185348	0.0339625
0.18849	0.0351097
0.191632	0.0362753
0.194773	0.0374592
0.197915	0.0386614
0.201056	0.0398818
0.204198	0.0411203
0.207339	0.0423769
0.210481	0.0436517
0.213622	0.0449444
0.216764	0.0462551
0.219905	0.0475837
0.223047	0.0489302
0.226188	0.0502945
0.22933	0.0516765
0.232471	0.0530762
0.235613	0.0544936
0.238754	0.0559285
0.241896	0.057381
0.245037	0.058851
0.248179	0.0603384
0.25132	0.0618431
0.254462	0.0633651
0.257603	0.0649044
0.260744	0.0664608
0.263886	0.0680344
0.267028	0.069625
0.270169	0.0712326
0.273311	0.0728571
0.276452	0.0744985
0.279593	0.0761567
0.282735	0.0778316
0.285877	0.0795231
0.289018	0.0812313
0.29216	0.082956
0.295301	0.0846972
0.298442	0.0864548
0.301584	0.0882287
0.304726	0.0900188
0.307867	0.0918251
0.311009	0.0936476
0.31415	0.0954861
0.317292	0.0973405
0.320433	0.0992109
0.323575	0.101097
0.326716	0.102999
0.329858	0.104917
0.332999	0.10685
0.336141	0.108798
0.339282	0.110763
0.342424	0.112742
0.345565	0.114737
0.348707	0.116747
0.351848	0.118772
0.35499	0.120812
0.358131	0.122867
0.361272	0.124937
0.364414	0.127022
0.367556	0.129122
0.370697	0.131236
0.373839	0.133365
0.37698	0.135508
0.380122	0.137666
0.383263	0.139838
0.386405	0.142024
0.389546	0.144224
0.392688	0.146438
0.395829	0.148667
0.398971	0.150909
0.402112	0.153165
0.405254	0.155434
0.408395	0.157718
0.411537	0.160014
0.414678	0.162325
0.41782	0.164648
0.420961	0.166985
0.424103	0.169335
0.427244	0.171698
0.430386	0.174074
0.433527	0.176462
0.436669	0.178864
0.43981	0.181278
0.442952	0.183705
0.446093	0.186144
0.449235	0.188596
0.452376	0.19106
0.455518	0.193536
0.458659	0.196024
0.461801	0.198524
0.464942	0.201037
0.468084	0.20356
0.471225	0.206096
0.474367	0.208643
0.477508	0.211202
0.48065	0.213772
0.483791	0.216354
0.486933	0.218946
0.490074	0.22155
0.493216	0.224165
0.496357	0.226791
0.499499	0.229427
0.50264	0.232074
0.505781	0.234732
0.508923	0.2374
0.512065	0.240078
0.515206	0.242767
0.518348	0.245466
0.521489	0.248175
0.52463	0.250894
0.527772	0.253623
0.530914	0.256361
