0	0
0	0
0.3142	0
0.3142	0.09549
0	0


0.3142	0.09549
0.3142	0
0.6283	0
0.6283	0.3455
0.3142	0.09549


0.6283	0.3455
0.6283	0
0.9425	0
0.9425	0.6545
0.6283	0.3455


0.9425	0.6545
0.9425	0
1.257	0
1.257	0.9045
0.9425	0.6545


1.257	0.9045
1.257	0
1.571	0
1.571	1
1.257	0.9045


1.571	1
1.571	0
1.885	0
1.885	0.9045
1.571	1


1.885	0.9045
1.885	0
2.199	0
2.199	0.6546
1.885	0.9045


2.199	0.6546
2.199	0
2.513	0
2.513	0.3456
2.199	0.6546


2.513	0.3456
2.513	0
2.827	0
2.827	0.09554
2.513	0.3456


2.827	0.09554
2.827	0
3.142	0
3.142	8.585e-09
2.827	0.09554


3.142	8.585e-09
3.142	0
3.456	0
3.456	0.09543
3.142	8.585e-09


3.456	0.09543
3.456	0
3.77	0
3.77	0.3454
3.456	0.09543


3.77	0.3454
3.77	0
4.084	0
4.084	0.6544
3.77	0.3454


4.084	0.6544
4.084	0
4.398	0
4.398	0.9044
4.084	0.6544


4.398	0.9044
4.398	0
4.712	0
4.712	1
4.398	0.9044


4.712	1
4.712	0
5.026	0
5.026	0.9046
4.712	1


5.026	0.9046
5.026	0
5.341	0
5.341	0.6547
5.026	0.9046


5.341	0.6547
5.341	0
5.655	0
5.655	0.3457
5.341	0.6547


5.655	0.3457
5.655	0
5.969	0
5.969	0.0956
5.655	0.3457


